Date,Trading Volume (Target Variable)
300,218.6906006516648
301,35.16122010720117
302,59.734911852059454
303,182.1866831229868
304,151.3042163047713
305,235.522214008732
306,79.96150562577286
307,42.674431011655024
308,226.70598417890145
309,114.61748155112718
310,284.81769484773406
311,266.2903971999852
312,88.8772790592735
313,235.82199638226373
314,17.258076903658246
315,37.11502317224992
316,274.4707588041437
317,39.396980050539455
318,55.45382256464516
319,210.6998541892444
320,201.8182709439916
321,203.69276408468204
322,22.38311606634735
323,207.39837650751704
324,84.25440435703727
325,21.35825305725352
326,12.725994189526256
327,170.03276446224854
328,256.4408191145384
329,283.92716784726605
330,27.66296228306436
331,37.73526941852839
332,34.52360979057669
333,39.63647385219913
334,187.2455166774186
335,181.9376439238505
336,56.35838067586714
337,21.82545208821333
338,143.95389030522497
339,172.98580821893393
340,89.41017893114261
341,171.3306748109317
342,63.95988107013416
343,57.2794029850952
344,257.98440744796665
345,16.039272857730154
346,41.64702731742665
347,81.94042098114663
348,11.162628481860592
349,249.5006336026761
350,281.1926673960951
351,165.22916763959006
352,41.21097488760032
353,246.7053414145428
354,140.47468904768553
355,43.97950183664985
356,21.257987996127085
357,131.49303211827868
358,216.83134649353963
359,112.10597777397317
360,86.5709703430934
361,91.43578587905569
362,96.47629339247372
363,22.91052136835928
364,93.46923260174444
365,143.29462022885312
366,45.23585807412031
367,62.26287088567451
368,71.4912637228399
369,218.07635718489132
370,126.63957909652837
371,98.01790640111597
372,169.74526466587355
373,59.04256973464568
374,167.01950546418988
375,79.29745067628312
376,36.72602866896212
377,75.13610577209454
378,152.98257123594058
379,143.00847313007742
380,248.0876696745035
381,250.8380389160316
382,129.36785396713287
383,147.63557901789926
384,282.768391537469
385,227.6966432599611
386,55.53132881516988
387,115.04208733423236
388,223.17379144213496
389,169.39447111306188
390,190.95026595814164
391,159.0901680463762
392,225.55278277969347
393,205.7146028465488
394,134.39876357479244
